"","record.id","site.id","read.date","time","volunteer.name","water.depth","water.temp","air.temp","water.transparency","ph","salinity","oxygen"
"817",817,"Bay","11/6/2003","7:12","Susan Poe",0.75,23,NA,0.75,6.5,1,6.5
"818",818,"Bay","11/20/2003","0:00","Susan Poe",0.6,14,NA,0.4,6.5,3,8.8
"819",819,"Bay","12/1/2003","0:00","Susan Poe",0.75,11,NA,0.2,6.5,3,8.7
"820",820,"Bay","12/15/2003","0:00","Susan Poe",0.7,8,NA,0.4,6,2,6.9
"821",821,"A","1/4/2004","0:00","Not Recorded",1.05,5,NA,0.65,7,1,8.5
"822",822,"A","1/20/2004","0:00","Not Recorded",0.9,4,NA,0.6,7,2,NA
"823",823,"A","2/5/2004","0:00","Not Recorded",1.1,60,NA,0.8,7,1,7
"824",824,"A","2/19/2004","12:00","Not Recorded",1.2,8,NA,0.7,7,1,NA
"825",825,"A","3/4/2004","0:00","Not Recorded",1.2,16,NA,1,7,0,7.5
"826",826,"A","3/18/2004","0:00","Not Recorded",1.2,10,NA,1,7,1,NA
"827",827,"A","4/1/2004","0:00","Not Recorded",1,13,NA,0.6,7,0,6.7
"828",828,"A","4/16/2004","0:00","Not Recorded",0.9,NA,NA,0.8,7,1,NA
"829",829,"A","4/29/2004","0:00","Not Recorded",0.7,22,NA,0.7,7.5,0,NA
"830",830,"A","5/13/2004","0:00","Not Recorded",0.8,26,NA,0.7,6,0,3.9
"831",831,"A","6/3/2004","0:00","Not Recorded",NA,26,NA,NA,6.5,0,NA
"832",832,"A","6/17/2004","0:00","Not Recorded",0.5,26,NA,0.5,6.5,0,2.9
"833",833,"A","7/8/2004","0:00","Not Recorded",1,29,NA,1,6.5,0,NA
"834",834,"A","7/22/2004","0:00","Not Recorded",1.5,30,NA,0.5,6.5,0,NA
"835",835,"A","8/5/2004","0:00","Not Recorded",1.15,30,NA,0.95,6.5,0,NA
"836",836,"A","8/19/2004","0:00","Not Recorded",0.95,27,NA,0.95,6.5,0,3
"837",837,"A","9/2/2004","0:00","Not Recorded",0.8,26,NA,0.8,6.5,0,NA
"838",838,"A","9/16/2004","0:00","Not Recorded",0.8,26,NA,0.4,6.5,0,3.6
"839",839,"A","10/1/2004","0:00","Not Recorded",0.7,24,NA,0.4,0.7,1,NA
"840",840,"A","10/21/2004","0:00","Not Recorded",1.5,16,NA,1,6.5,1,NA
"841",841,"A","11/5/2004","0:00","Not Recorded",0.8,16,NA,0.7,7,0,NA
"842",842,"A","11/18/2004","0:00","Not Recorded",0.6,10,NA,0.6,7,0,8
"843",843,"A","12/2/2004","0:00","Not Recorded",1.8,13,NA,1.6,7,0,NA
"844",844,"A","12/16/2004","0:00","Not Recorded",1,5,NA,0.9,7,2,6.3
"845",845,"B","1/4/2004","0:00","Not Recorded",0.2,4,NA,0.2,7,1,8.5
"846",846,"B","1/20/2004","0:00","Not Recorded",0.2,3,NA,0.2,8,2,NA
"847",847,"B","2/5/2004","0:00","Not Recorded",0.25,5,NA,0.25,7,1,6.6
"848",848,"B","2/19/2004","12:00","Not Recorded",0.3,6.5,NA,0.3,7,1,NA
"849",849,"B","3/4/2004","0:00","Not Recorded",0.2,16,NA,0.2,7,0,5.4
"850",850,"B","3/18/2004","0:00","Not Recorded",0.3,9,NA,0.3,7,1,NA
"851",851,"B","4/1/2004","0:00","Not Recorded",0.3,13,NA,0.3,8,1,7.2
"852",852,"B","4/16/2004","0:00","Not Recorded",0.2,13,NA,0.2,8,1,NA
"853",853,"B","4/29/2004","0:00","Not Recorded",0.1,22,NA,0.1,8.5,0,NA
"854",854,"B","5/13/2004","0:00","Not Recorded",0.2,28,NA,0.2,9,0,3.1
"855",855,"B","6/3/2004","0:00","Not Recorded",0.1,27,NA,0.1,8,0,NA
"856",856,"B","6/17/2004","0:00","Not Recorded",0.1,26,NA,0.1,7,0,NA
"857",857,"B","7/8/2004","0:00","Not Recorded",0.2,29,NA,0.2,7,0,NA
"858",858,"B","7/22/2004","0:00","Not Recorded",0.1,28.5,NA,0.1,8,0,3.1
"859",859,"B","8/5/2004","0:00","Not Recorded",0.25,32,NA,0.25,7,0,NA
"860",860,"B","8/19/2004","0:00","Not Recorded",0.2,28,NA,0.2,6.5,0,2.8
"861",861,"B","9/2/2004","0:00","Not Recorded",0.1,26,NA,0.1,6.5,0,NA
"862",862,"B","9/16/2004","0:00","Not Recorded",0.2,26,NA,0.2,7,0,3.7
"863",863,"B","10/1/2004","0:00","Not Recorded",0.15,23,NA,0.15,8,0,NA
"864",864,"B","10/21/2004","0:00","Not Recorded",0.3,17,NA,0.3,7,2,4.5
"865",865,"B","11/5/2004","0:00","Not Recorded",0.25,15,NA,0.25,7,0,NA
"866",866,"B","11/18/2004","Not Recorded","Not Recorded",0.2,11,NA,0.2,7,0,5.3
"867",867,"B","12/2/2004","0:00","Not Recorded",0.2,13,NA,0.2,7.5,1,NA
"868",868,"B","12/16/2004","0:00","Not Recorded",0.2,4,NA,0.2,7.5,4,5.7
"869",869,"C","1/4/2004","0:00","Not Recorded",0.5,5,NA,0.5,7,1,NA
"870",870,"C","1/20/2004","0:00","Not Recorded",0.5,3,NA,0.5,NA,2,10
"871",871,"C","2/5/2004","0:00","Not Recorded",0.6,7,NA,0.6,7,1,NA
"872",872,"C","2/19/2004","12:00","Not Recorded",0.6,6,NA,0.5,7,1,9.1
"873",873,"C","3/4/2004","0:00","Not Recorded",0.6,17,NA,0.6,7,0,NA
"874",874,"C","3/18/2004","0:00","Not Recorded",0.6,10,NA,0.6,7,1,6.7
"875",875,"C","4/1/2004","0:00","Not Recorded",0.6,12,NA,0.6,7,1,NA
"876",876,"C","4/16/2004","0:00","Not Recorded",0.4,14,NA,0.4,7.5,1,7.4
"877",877,"C","4/29/2004","0:00","Not Recorded",0.3,NA,NA,0.3,7,0,2.8
"878",878,"C","5/13/2004","0:00","Not Recorded",0.4,27,NA,0.4,7,2,NA
"879",879,"C","6/3/2004","0:00","Not Recorded",0.3,26,NA,0.3,7.5,0,4.2
"880",880,"C","6/17/2004","0:00","Not Recorded",0.4,25,NA,0.4,7,0,NA
"881",881,"C","7/8/2004","N/A","Not Recorded",0.5,29,NA,0.5,7.5,0,3
"882",882,"C","7/22/2004","0:00","Not Recorded",0.55,30,NA,0.55,7,0,NA
"883",883,"C","8/5/2004","0:00","Not Recorded",0.6,29,NA,0.6,6.5,0,2.9
"884",884,"C","8/19/2004","0:00","Not Recorded",0.7,28,NA,0.7,6.5,0,NA
"885",885,"C","9/2/2004","Not Recorded","Not Recorded",0.3,NA,NA,0.3,7,0,3.6
"886",886,"C","9/16/2004","0:00","Not Recorded",0.25,27,NA,0.25,7,0,NA
"887",887,"C","10/1/2004","0:00","Not Recorded",0.3,23,NA,0.3,7.5,0,5.3
"888",888,"C","10/21/2004","0:00","Not Recorded",0.5,17,NA,0.5,7,2,NA
"889",889,"C","11/5/2004","0:00","Not Recorded",0.5,15,NA,0.5,7,0,6.2
"890",890,"C","11/18/2004","0:00","Not Recorded",0.5,11,NA,0.5,7,0,NA
"891",891,"C","12/2/2004","0:00","Not Recorded",0.5,12,NA,0.5,7,1,4.2
"892",892,"C","12/16/2004","0:00","Not Recorded",0.5,4,NA,0.5,7,3,NA
"893",893,"D","1/4/2004","0:00","Not Recorded",1.1,5,NA,1.1,6.5,1,NA
"894",894,"D","1/20/2004","0:00","Not Recorded",1.4,4,NA,1.4,6.5,0,10
"895",895,"D","2/5/2004","0:00","Not Recorded",1.5,5,NA,1.5,6,1,NA
"896",896,"D","2/19/2004","0:00","Not Recorded",1.5,6,NA,1.5,6.5,1,10.1
"897",897,"D","3/4/2004","0:00","Not Recorded",1.2,18,NA,1.2,6.5,0,NA
"898",898,"D","3/18/2004","0:00","Not Recorded",1.5,NA,NA,1,6.5,1,8.4
"899",899,"D","4/1/2004","N/A","Not Recorded",1.6,12,NA,1,6.5,1,NA
"900",900,"D","4/16/2004","0:00","Not Recorded",1.5,14,NA,0.9,6.5,1,5.8
"901",901,"D","4/29/2004","0:00","Not Recorded",1.35,19,NA,1.1,6.5,0,4.9
"902",902,"D","5/13/2004","0:00","Not Recorded",1.4,28,NA,1,7,0,NA
"903",903,"D","6/3/2004","0:00","Not Recorded",1.3,26,NA,0.7,6.5,0,4.5
"904",904,"D","6/17/2004","0:00","Not Recorded",1.5,NA,NA,0.6,6.5,0,NA
"905",905,"D","7/8/2004","0:00","Not Recorded",1.65,29,NA,0.6,6.5,0,2.6
"906",906,"D","8/5/2004","0:00","Not Recorded",1.6,28,NA,0.5,6.5,0,3.1
"907",907,"D","8/19/2004","0:00","Not Recorded",1.5,29,NA,0.8,6.5,0,NA
"908",908,"D","9/2/2004","0:00","Not Recorded",1.4,25.2,NA,0.4,6.5,0,3
"909",909,"D","9/16/2004","0:00","Not Recorded",1.5,26,NA,0.9,6.5,0,NA
"910",910,"D","10/1/2004","0:00","Not Recorded",1.5,24,NA,0.6,6.5,0,6.4
"911",911,"D","10/21/2004","0:00","Not Recorded",0.8,17,NA,0.8,6.5,1,3.3
"912",912,"D","11/5/2004","0:00","Not Recorded",1.4,NA,NA,1.2,6.5,0,5.5
"913",913,"D","11/18/2004","0:00","Not Recorded",1.4,12,NA,1.4,6.5,0,NA
"914",914,"D","12/2/2004","0:00","Not Recorded",1.5,12,NA,1.5,6.5,0,7.25
"915",915,"D","12/16/2004","0:00","Not Recorded",1.5,5,NA,1.5,6.5,NA,3
"916",916,"Bay","1/9/2004","0:00","Susan Poe",0.4,6,NA,0.4,6.5,1,8.2
"917",917,"Bay","1/20/2004","0:00","Susan Poe",0.3,7,NA,0.2,6.5,1,9.5
"918",918,"Bay","2/5/2004","0:00","Susan Poe",0.25,15.5,NA,0.2,6.5,0,5.9
"919",919,"Bay","2/19/2004","0:00","Susan Poe",0.1,6,NA,0.1,7,1,7.5
"920",920,"Bay","3/4/2004","0:00","Susan Poe",0.5,15,NA,0.1,6.5,1,3.7
"921",921,"Bay","3/18/2004","7:12","Susan Poe",0.45,9,NA,0.2,6.5,0,7.7
"922",922,"Bay","4/1/2004","12:00","Susan Poe",0.1,14,NA,0.1,7,0,7.6
"923",923,"Bay","4/16/2004","0:00","Susan Poe",0.5,13,NA,0.2,6.5,1,5.7
"924",924,"Bay","4/29/2004","0:00","Susan Poe",0.45,16,NA,0.35,6.5,0,7.1
"925",925,"Bay","5/13/2004","14:24","Susan Poe",0.75,NA,NA,0.4,6.5,0,5.6
"926",926,"Bay","6/3/2004","0:00","Susan Poe",0.7,26,NA,0.5,6.5,0,4.8
"927",927,"Bay","6/17/2004","0:00","Susan Poe",0.8,25,NA,0.5,6.5,0,3.3
"928",928,"Bay","7/8/2004","0:00","Susan Poe",0.6,27,NA,0.5,6.5,1,4.7
"929",929,"Bay","7/22/2004","0:00","Susan Poe",0.55,27,NA,0.5,6.5,2,3.1
"930",930,"Bay","8/5/2004","12:00","Susan Poe",0.6,27,NA,0.55,6.5,0,3.15
"931",931,"Bay","8/19/2004","21:36","Susan Poe",0.8,26,NA,0.4,6.5,0,4.75
"932",932,"Bay","9/2/2004","0:00","Susan Poe",0.6,24,NA,0.4,6.5,0,5.2
"933",933,"Bay","9/16/2004","0:00","Susan Poe",0.65,24,NA,0.45,6.5,0,4
"934",934,"Bay","10/1/2004","19:12","Susan Poe",0.7,23,NA,0.4,7,1,4.3
"935",935,"Bay","10/21/2004","0:00","Susan Poe",0.7,18,NA,0.6,6.5,1,5.8
"936",936,"Bay","11/5/2004","0:00","Susan Poe",0.6,14,NA,0.5,6.5,1,5.9
"937",937,"Bay","11/18/2004","0:00","Susan Poe",0.5,11,NA,0.5,6.5,0,5.9
"938",938,"Bay","12/2/2004","14:24","Susan Poe",0.65,11,NA,0.4,6.5,0,6.3
"939",939,"Bay","12/16/2004","0:00","Susan Poe",0.3,4,NA,0.3,6.5,2,5.2
"940",940,"A","1/6/2005","0:00","Not Recorded",1,12,NA,1,6.5,0,NA
"941",941,"A","2/3/2005","0:00","Not Recorded",0.8,5,NA,0.8,7,0,5.5
"942",942,"A","2/17/2005","0:00","Not Recorded",1,10,NA,1,7,2,NA
"943",943,"A","3/3/2005","0:00","Not Recorded",1.1,5,NA,1.1,7,1,6.2
"944",944,"A","3/10/2005","0:00","Not Recorded",0.7,0.7,NA,0.7,7,1,NA
"945",945,"A","4/21/2005","0:00","Not Recorded",0.9,19,NA,0.3,7,0,3.3
"946",946,"A","5/5/2005","0:00","Not Recorded",0.6,17,NA,0.6,7,0,NA
"947",947,"A","5/24/2005","0:00","Not Recorded",0.75,20,NA,0.6,7,0,4.7
"948",948,"A","6/16/2005","0:00","Not Recorded",0.85,31,NA,0.7,8,0,NA
"949",949,"A","7/1/2005","0:00","Not Recorded",0.8,30,NA,0.8,7,0,NA
"950",950,"A","7/14/2005","0:00","Not Recorded",0.8,28,NA,0.8,6,0,2.2
"951",951,"A","8/11/2005","0:00","Not Recorded",1.4,32,NA,1,7,0,NA
"952",952,"A","8/24/2005","0:00","Not Recorded",0.7,27,NA,0.5,7,0,NA
"953",953,"A","9/8/2005","0:00","Not Recorded",0.5,NA,NA,0.3,7,0,4.2
"954",954,"A","9/22/2005","0:00","Not Recorded",0.5,26,NA,0.3,6.5,0,NA
"955",955,"A","10/7/2005","0:00","Not Recorded",0.8,24,NA,0.6,6.5,0,3.4
"956",956,"A","10/27/2005","0:00","Not Recorded",0.6,9,NA,0.6,6.5,0,NA
"957",957,"A","11/3/2005","0:00","Not Recorded",0.8,14,NA,0.8,7,0,NA
"958",958,"A","11/10/2005","0:00","Not Recorded",0.9,17,NA,0.9,6.5,0,NA
"959",959,"A","12/1/2005","0:00","Not Recorded",0.9,10,NA,0.9,6.5,0,7
"960",960,"B","1/6/2005","0:00","Not Recorded",0.2,13,NA,0.2,7,0,NA
"961",961,"B","2/3/2005","0:00","Not Recorded",0.3,34.5,NA,0.3,7,0,6.7
"962",962,"B","2/17/2005","0:00","Not Recorded",NA,10,NA,NA,7,2,NA
"963",963,"B","3/3/2005","0:00","Not Recorded",0.3,5,NA,0.3,7,2,5.3
"964",964,"B","3/10/2005","0:00","Not Recorded",0.4,7,NA,0.4,7.5,2,NA
"965",965,"B","4/21/2005","0:00","Not Recorded",0.2,20,NA,0.2,8.5,0,5.4
"966",966,"B","5/5/2005","0:00","Not Recorded",0.1,17,NA,0.1,8,0,NA
"967",967,"B","5/24/2005","0:00","Not Recorded",0.1,20,NA,0.1,9,0,6
"968",968,"B","6/16/2005","0:00","Not Recorded",NA,35,NA,0.95,9,0,NA
"969",969,"B","7/1/2005","0:00","Not Recorded",0.3,30,NA,0.3,8,0,NA
"970",970,"B","7/14/2005","0:00","Not Recorded",0.1,28,NA,0.1,6,0,3.5
"971",971,"B","8/11/2005","0:00","Not Recorded",0.6,31,NA,0.6,7,0,NA
"972",972,"B","8/24/2005","0:00","Not Recorded",0.2,27,NA,0.2,7.5,0,NA
"973",973,"B","9/8/2005","0:00","Not Recorded",0.1,26,NA,0.1,7,0,2.4
"974",974,"B","9/22/2005","0:00","Not Recorded",0.1,27,NA,0.1,6.5,0,NA
"975",975,"B","10/7/2005","0:00","Not Recorded",0.1,25,NA,0.1,7,0,4.5
"976",976,"B","10/27/2005","0:00","Not Recorded",0.1,14,NA,0.1,6.5,0,NA
"977",977,"B","11/3/2005","0:00","Not Recorded",0.15,13,NA,0.15,6.5,0,5.7
"978",978,"B","11/10/2005","0:00","Not Recorded",0.2,17,NA,0.2,6.5,0,NA
"979",979,"B","12/1/2005","0:00","Not Recorded",0.5,13,NA,0.5,7,0,6.1
"980",980,"C","1/6/2005","0:00","Not Recorded",0.4,13,NA,0.4,7,1,4.3
"981",981,"C","2/3/2005","0:00","Not Recorded",0.6,4.5,NA,0.6,7,0,NA
"982",982,"C","2/17/2005","0:00","Not Recorded",0.6,12,NA,0.6,7,1,5.3
"983",983,"C","3/3/2005","0:00","Not Recorded",0.6,5,NA,0.6,7,2,NA
"984",984,"C","3/10/2005","0:00","Not Recorded",0.7,6,NA,0.7,7,1,6.9
"985",985,"C","4/21/2005","0:00","Not Recorded",0.6,21,NA,0.6,8,0,NA
"986",986,"C","5/5/2005","0:00","Not Recorded",0.6,NA,NA,0.6,8,0,4.8
"987",987,"C","5/24/2005","0:00","Not Recorded",0.7,21,NA,0.7,7.5,0,NA
"988",988,"C","6/3/2005","0:00","Not Recorded",0.7,18,NA,0.7,8,0,4.4
"989",989,"C","6/16/2005","0:00","Not Recorded",0.6,34,NA,0.6,8.5,0,4.8
"990",990,"C","7/1/2005","0:00","Not Recorded",0.6,31,NA,0.6,8.5,0,5.1
"991",991,"C","7/14/2005","0:00","Not Recorded",0.6,32,NA,0.6,6.5,0,NA
"992",992,"C","8/11/2005","0:00","Not Recorded",0.1,32,NA,0.1,7.5,0,5.2
"993",993,"C","8/24/2005","0:00","Not Recorded",0.3,25,NA,0.3,7,0,3.6
"994",994,"C","9/8/2005","0:00","Not Recorded",0.1,25,NA,0.1,8,0,NA
"995",995,"C","9/22/2005","0:00","Not Recorded",0.2,25,NA,0.2,6.5,0,2.6
"996",996,"C","10/7/2005","0:00","Not Recorded",NA,25,NA,NA,6.5,0,NA
"997",997,"C","10/27/2005","0:00","Not Recorded",0.35,14,NA,0.35,7,0,5
"998",998,"C","11/3/2005","0:00","Not Recorded",0.3,16,NA,0.3,7.5,0,NA
"999",999,"C","11/10/2005","0:00","Not Recorded",0.3,17,NA,0.3,7,0,5
"1000",1000,"C","12/1/2005","0:00","Not Recorded",0.4,12,NA,0.4,7,0,NA
"1001",1001,"D","1/6/2005","0:00","Not Recorded",1.4,13,NA,1.4,6.5,0,7.6
"1002",1002,"D","2/3/2005","0:00","Not Recorded",1.45,7.2,NA,1.1,6.5,0,NA
"1003",1003,"D","2/17/2005","0:00","Not Recorded",1.5,10,NA,1.3,6.5,0,6.6
"1004",1004,"D","3/3/2005","0:00","Not Recorded",1.6,6,NA,1.5,6.5,1,NA
"1005",1005,"D","3/10/2005","0:00","Not Recorded",1.4,6,NA,1.2,6.5,1,7.7
"1006",1006,"D","4/21/2005","0:00","Not Recorded",1.4,21,NA,1.1,6.5,0,NA
"1007",1007,"D","5/5/2005","0:00","Not Recorded",1.4,17,NA,1,6.5,0,5.2
"1008",1008,"D","5/24/2005","0:00","Not Recorded",1.5,NA,NA,0.8,6.5,0,NA
"1009",1009,"D","6/3/2005","0:00","Not Recorded",1.5,18,NA,1,6.5,0,5
"1010",1010,"D","6/16/2005","0:00","Not Recorded",1.4,34,NA,0.8,6.5,0,4.3
"1011",1011,"D","7/1/2005","0:00","Not Recorded",1.3,30,NA,0.9,6.5,0,2.7
"1012",1012,"D","7/14/2005","0:00","Not Recorded",1.3,30,NA,0.9,7.5,0,NA
"1013",1013,"D","7/21/2005","0:00","Not Recorded",1.5,32,NA,0.7,6.5,0,4.3
"1014",1014,"D","8/11/2005","0:00","Not Recorded",0.8,31,NA,0.4,6.5,0,2.9
"1015",1015,"D","8/24/2005","0:00","Not Recorded",1.5,27,NA,0.7,NA,0,2.5
"1016",1016,"D","9/8/2005","0:00","Not Recorded",1.4,24,NA,0.9,6.5,0,NA
"1017",1017,"D","9/22/2005","0:00","Not Recorded",1,26,NA,0.7,6.5,0,3.9
"1018",1018,"D","10/7/2005","0:00","Not Recorded",1.1,25,NA,0.7,6.5,0,NA
"1019",1019,"D","10/27/2005","0:00","Not Recorded",1.4,14,NA,1,6.5,0,5.9
"1020",1020,"D","11/3/2005","0:00","Not Recorded",1.4,16,NA,1.4,6,0,NA
"1021",1021,"D","11/10/2005","0:00","Not Recorded",1.3,17,NA,0.9,6.5,0,5.9
"1022",1022,"D","12/1/2005","0:00","Not Recorded",1.3,11,NA,1.3,6.5,0,NA
"1023",1023,"D","12/15/2005","0:00","Not Recorded",0.9,5,NA,0.8,6.5,0,10
"1024",1024,"Bay","1/6/2005","16:48","Susan Poe",0.5,12,NA,0.4,6,1,5.9
"1025",1025,"Bay","2/3/2005","9:36","Susan Poe",0.15,6,NA,0.15,6.5,0,7.3
"1026",1026,"Bay","2/17/2005","0:00","Susan Poe",0.5,9,NA,0.3,6.5,0,6.3
"1027",1027,"Bay","3/3/2005","0:00","Susan Poe",0.45,5,NA,0.2,6.5,1,NA
"1028",1028,"Bay","3/10/2005","0:00","Susan Poe",0.4,6,NA,0.2,6,1,7.4
"1029",1029,"Bay","4/21/2005","0:00","Susan Poe",0.5,19,NA,0.2,6,0,5.2
"1030",1030,"Bay","5/5/2005","0:00","Susan Poe",0.4,15,NA,0.4,6.5,0,6.9
"1031",1031,"Bay","5/24/2005","0:00","Susan Poe",0.6,20,NA,0.4,6.5,0,6.3
"1032",1032,"Bay","6/3/2005","0:00","Susan Poe",0.7,18,NA,0.6,6.5,0,6.6
"1033",1033,"Bay","6/16/2005","9:36","Susan Poe",0.65,30,NA,0.55,7,NA,5.4
"1034",1034,"Bay","7/1/2005","0:00","Susan Poe",0.07,27,NA,0.07,6.5,0,4.3
"1035",1035,"Bay","7/14/2005","0:00","Susan Poe",0.7,25,NA,0.6,6,0,3.6
"1036",1036,"Bay","7/21/2005","0:00","Susan Poe",0.6,28,NA,0.6,6,0,5.7
"1037",1037,"Bay","8/11/2005","0:00","Susan Poe",0.6,27,NA,0.6,6.5,0,3.7
"1038",1038,"Bay","8/24/2005","0:00","Susan Poe",0.45,25,NA,0.45,6,0,4.9
"1039",1039,"Bay","9/8/2005","0:00","Susan Poe",0.1,74,NA,0.1,6.5,0,5
"1040",1040,"Bay","9/22/2005","0:00","Susan Poe",0.7,25,NA,0.5,6,0,4.3
"1041",1041,"Bay","10/7/2005","0:00","Susan Poe",0.7,24,NA,0.6,6.5,0,5.3
"1042",1042,"Bay","10/27/2005","0:00","Susan Poe",0.5,16,NA,0.5,6.5,0,6.2
"1043",1043,"Bay","11/3/2005","0:00","Susan Poe",0.5,14,NA,0.5,6.5,0,5.7
"1044",1044,"Bay","11/10/2005","0:00","Susan Poe",0.7,18,NA,0.5,6.5,0,6.6
"1045",1045,"Bay","12/1/2005","0:00","Susan Poe",0.45,11,NA,0.45,6.5,0,7.2
"1046",1046,"Bay","12/15/2005","0:00","Susan Poe",0.2,6,NA,0.2,6.5,0,7.6
"1047",1047,"A","1/3/2006","0:00","Not Recorded",0.9,11,NA,0.7,6,0,NA
"1048",1048,"A","1/19/2006","0:00","Not Recorded",1.1,9,NA,1.1,6.5,0,7.7
"1049",1049,"A","2/2/2006","0:00","Not Recorded",1.15,9,NA,1.15,6.5,0,NA
"1050",1050,"A","2/9/2006","4:48","Not Recorded",1.1,7,NA,1,7,0,8.6
"1051",1051,"A","3/9/2006","4:48","Not Recorded",1.1,10,NA,1.1,7,0,NA
"1052",1052,"A","3/15/2006","14:24","Not Recorded",1,14,NA,1,7,0,7.8
"1053",1053,"A","4/6/2006","0:00","Not Recorded",1.1,17,NA,0.4,7.5,0,NA
"1054",1054,"A","4/21/2006","14:24","Not Recorded",1,19,NA,0.6,7,0,NA
"1055",1055,"A","5/5/2006","19:12","Not Recorded",0.9,21,NA,0.9,7,0,NA
"1056",1056,"A","5/17/2006","0:00","Not Recorded",0.8,22,NA,0.8,6.5,0,NA
"1057",1057,"A","6/1/2006","0:00","Not Recorded",0.7,20,NA,0.7,7,0,5
"1058",1058,"A","7/6/2006","9:36","Not Recorded",1,28,NA,0.9,6.5,0,3.6
"1059",1059,"A","7/18/2006","0:00","Not Recorded",0.8,31,NA,0.8,7,0,NA
"1060",1060,"A","7/27/2006","0:00","Not Recorded",NA,28,NA,NA,6.5,0,2
"1061",1061,"A","8/17/2006","0:00","Not Recorded",0.6,26,NA,0.5,6.5,0,NA
"1062",1062,"A","9/7/2006","0:00","Not Recorded",NA,24,NA,NA,6.5,0,3.7
"1063",1063,"A","9/21/2006","0:00","Not Recorded",0.9,21,NA,0.6,6.5,0,NA
"1064",1064,"A","10/5/2006","0:00","Not Recorded",0.8,23,NA,0.8,NA,0,6.3
"1065",1065,"A","10/19/2006","0:00","Not Recorded",0.8,21,NA,0.8,7,0,NA
"1066",1066,"A","11/6/2006","0:00","Not Recorded",0.6,15,NA,0.6,6.5,0,NA
"1067",1067,"A","11/16/2006","0:00","Not Recorded",0.95,17,NA,0.6,6.5,0,6
"1068",1068,"A","11/30/2006","0:00","Not Recorded",0.9,15,NA,0.6,6.5,0,NA
"1069",1069,"A","12/14/2006","0:00","Not Recorded",0.75,13,NA,0.65,NA,0,7.8
"1070",1070,"B","1/3/2006","0:00","Not Recorded",0.3,11,NA,0.3,7,0,NA
"1071",1071,"B","1/19/2006","0:00","Not Recorded",0.2,8,NA,0.2,7,0,5.7
"1072",1072,"B","2/2/2006","0:00","Not Recorded",0.2,9,NA,0.2,7,0,NA
"1073",1073,"B","2/9/2006","4:48","Not Recorded",0.2,NA,NA,0.2,7,0,8.5
"1074",1074,"B","3/9/2006","4:48","Not Recorded",0.3,11,NA,0.3,7,0,NA
"1075",1075,"B","3/15/2006","4:48","Not Recorded",0.2,12,NA,0.2,7,0,7.7
"1076",1076,"B","4/6/2006","0:00","Not Recorded",0.25,17,NA,0.25,8,0,NA
"1077",1077,"B","4/21/2006","14:24","Not Recorded",0.2,18,NA,0.2,7,0,8
"1078",1078,"B","5/5/2006","19:12","Not Recorded",0.1,21,NA,0.1,9,0,NA
"1079",1079,"B","5/17/2006","0:00","Not Recorded",0.2,22,NA,0.2,6,0,NA
"1080",1080,"B","6/1/2006","0:00","Not Recorded",0.1,26,NA,0.1,7,0,4.4
"1081",1081,"B","6/16/2006","0:00","Not Recorded",0.4,23,NA,0.4,6,0,3.8
"1082",1082,"B","7/6/2006","9:36","Not Recorded",0.2,27,NA,0.2,6.5,0,4.7
"1083",1083,"B","7/18/2006","0:00","Not Recorded",0.2,20,NA,0.2,6.5,0,NA
"1084",1084,"B","7/27/2006","0:00","Not Recorded",0.2,29,NA,0.2,6.5,0,2.9
"1085",1085,"B","8/17/2006","0:00","Not Recorded",0.1,30,NA,0.1,9,0,NA
"1086",1086,"B","9/7/2006","Not Recorded","Not Recorded",0.2,25,NA,0.2,6.5,0,3.5
"1087",1087,"B","9/21/2006","0:00","Not Recorded",0.2,18,NA,0.2,6.5,0,NA
"1088",1088,"B","10/5/2006","0:00","Not Recorded",0.4,23,NA,0.4,7,0,8.2
"1089",1089,"B","10/19/2006","0:00","Not Recorded",0.3,22,NA,0.3,7.5,0,NA
"1090",1090,"B","11/6/2006","0:00","Not Recorded",0.2,19,NA,0.2,7,0,NA
"1091",1091,"B","11/16/2006","0:00","Not Recorded",0.3,18,NA,0.3,6.5,0,6.8
"1092",1092,"B","11/30/2006","0:00","Not Recorded",0.2,16,NA,0.2,7,0,NA
"1093",1093,"B","12/14/2006","0:00","Not Recorded",0.2,15,NA,0.1,6,0,7.7
"1094",1094,"C","1/3/2006","0:00","Not Recorded",0.5,10,NA,0.5,7,0,5.9
"1095",1095,"C","1/19/2006","0:00","Not Recorded",0.5,10,NA,0.5,7,0,NA
"1096",1096,"C","2/2/2006","0:00","Not Recorded",0.5,9,NA,0.5,7,0,8.8
"1097",1097,"C","2/9/2006","4:48","Not Recorded",0.6,7,NA,0.6,7,0,NA
"1098",1098,"C","3/9/2006","4:48","Not Recorded",0.5,10,NA,0.5,7.5,0,9.9
"1099",1099,"C","3/15/2006","14:24","Not Recorded",0.4,14,NA,0.4,8,0,NA
"1100",1100,"C","4/6/2006","0:00","Not Recorded",0.4,14,NA,0.4,8,0,8.2
"1101",1101,"C","4/21/2006","14:24","Not Recorded",0.3,18,NA,0.3,7,0,NA
"1102",1102,"C","5/5/2006","19:12","Not Recorded",0.3,19,NA,0.1,8.5,0,9
"1103",1103,"C","5/17/2006","0:00","Not Recorded",NA,23,NA,NA,8,0,NA
